name,level,hasChild,parent,link,item_codes
Bột giải khát,3,False,Thức uống không cồn,https://cooponline.vn/groups/bot-giai-khat/,"95811,95806,94515,94512,94505,94503,94496,94248,94245,93618,86129,77360,73406,62138,62016,62014,62012,62010,62008,62006,62002,62000,61998,61983,38691,42192,38006,38004,34521,31353,19929,4133"
"Cà phê, bột cacao",3,False,Thức uống không cồn,https://cooponline.vn/groups/ca-phe-bot-cacao/,"106476,103330,98765,97813,97610,96695,93796,93791,93608,90368,87858,87856,87797,8054,87313,87311,87309,87307,86929,41893,82985,82975,82972,82970,82967,79089,79087,74379,74318,74295,74292,74286,74289,72855,72853,71274,69543,69377,69352,69021,68962,68427,68006,64727,63404,62720,61724,61710,59501,56452,56447,56445,56441,56343,8048,55360,55358,55351,55336,55332,55278,4557,51969,48304,48023,3424,3603,43525,3620,42181,3407,3413,41908,41867,41833,41727,41723,3594,41427,17930,40573,40571,40569,40566,12987,11025,38370,38368,38366,9976,4058,37634,37632,37626,37117,3617,37085,37083,37081,37077,37073,37071,37069,37067,37063,37053,37048,3614,34580,32168,31465,25836,25829,24600,21398,20576,20105,19503,1389,3270,4551,16988,16985,16964,16840,16834,845,15630,15226,10997,4046,4043,8553,8543,8060,8058,7989,5862,5739,5733,5731,5737,5102,5099,4571,4554,4548,4412,4409,4406,4399,4396,4130,4028,3600,3597,3404,1749,1746"
Nước ngọt,3,False,Thức uống không cồn,https://cooponline.vn/groups/nuoc-ngot/,"106226,106219,106207,103336,30627,30655,30653,30651,31307,4451,36158,48587,48580,48572,17546,30659,30657,36840,36842,49475,49469,49463,49454,49449,5078,31668,4227,5693,100523,100517,100100,98070,97620,97617,96016,95999,93616,4013,48555,30683,49684,89198,5075,89015,89013,89010,88725,88723,87290,87287,45924,87228,38598,5595,86120,86118,36838,36836,36834,48561,6361,83151,83149,83147,80407,79533,79529,79508,79339,78855,78853,77875,77874,77440,77260,77257,77255,75440,75438,75229,74610,74417,74382,70636,70634,65697,65687,65479,65475,65472,65351,63402,60698,59866,58668,56626,56402,55294,53023,52983,52969,51698,51696,51688,51686,50721,50225,50157,50155,49634,49632,48976,48974,48569,48310,46816,46808,33762,45916,45852,21016,45077,31666,31664,31619,42244,42242,42240,42238,42235,42233,42219,42216,42214,42209,42189,42186,30681,30625,30623,30621,30619,30617,30615,5615,41421,40462,40459,40457,38665,39822,39319,39304,38955,38663,38661,38659,38656,38654,38652,38644,38642,8462,37900,37777,37295,37293,37291,37266,36832,36168,36166,36164,36162,36160,4670,35387,35016,34152,34150,34129,34125,34120,34118,34116,33954,33949,33946,33944,33942,33797,33770,33760,31714,31711,31709,31600,31335,31325,31303,5613,4230,23918,4457,21014,21004,20159,19882,17548,4016,17395,17393,13993,11926,11450,11075,11072,11065,6916,6914,5695,5681,5679,5677,5597,4223"
Nước suối,3,False,Thức uống không cồn,https://cooponline.vn/groups/nuoc-suoi/,"107147,107145,107143,106406,104440,6225,6045,99753,95009,95007,95005,93612,93610,89775,89759,89009,88835,88727,88721,88716,87799,87299,87297,82105,82103,6223,30673,81147,80254,79010,77859,74818,74816,74584,74529,74348,73488,69548,62932,60115,60113,58720,58709,56504,6227,53014,6047,1932,46455,46451,45096,44993,44991,30671,166,40467,40465,39405,39400,38587,38585,1935,36701,163,6221,34098,34096,34094,34092,34087,1938,31636,2694,26867,39,26762,24696,24694,22864,6049,23519,22771,20460,20081,20079,19501,19496,18598,1929,17369,15655,12759,12757,8547,5689,47149,20125,4022"
"Nước tăng lực, bù khoáng",3,False,Thức uống không cồn,https://cooponline.vn/groups/nuoc-tang-luc-bu-khoang/,"25549,49693,35740,35738,98451,97650,31319,30669,94223,49690,93614,93004,93002,671,49680,91534,91530,91528,91196,48564,17435,89198,89009,37898,88741,11793,11831,86127,30667,49654,31723,86524,674,62740,62738,15628,35736,81927,81915,74586,74107,74105,74102,74099,63990,62742,60249,60247,60245,59499,59497,59489,59487,59015,58835,56366,50723,50647,50223,50221,42175,40455,39923,36948,36051,31333,31331,31323,23096,17412,16975,5683,4220,4019"
Nước trái cây,3,False,Thức uống không cồn,https://cooponline.vn/groups/nuoc-trai-cay/,"106393,106391,106387,106358,106355,105675,105674,105670,105666,105657,103762,103760,49907,31305,49926,30677,51659,101676,101675,99395,99391,99388,45914,98923,21214,98035,98032,72064,31615,31612,95998,95993,95983,95976,23311,480,30679,476,472,94236,94228,93710,93630,93627,93624,92657,92553,92180,92178,92176,92098,91801,91799,91797,91795,91792,91788,91786,91784,91128,49983,49981,49978,49975,90256,90243,90240,90233,90231,89016,88955,88952,87823,87821,87530,87528,87321,87292,4871,87230,14914,14908,14909,488,36896,5685,36900,84926,36239,84516,83211,83209,83161,83159,83157,83153,81789,80397,80278,80197,80195,80193,80191,79813,79663,79631,79627,79141,79138,79134,79131,79126,77872,76972,75939,75937,75533,75444,75162,75159,75142,75140,75136,74822,74820,74812,74798,74796,74794,74788,74786,74517,73486,71272,70529,70097,69995,69311,68767,68724,68314,68312,68310,68273,67600,67598,64410,64367,64363,63987,62930,62928,62595,62589,60706,56574,56572,56498,56420,55652,55304,55286,54726,53715,53708,53713,53710,51719,50966,50737,50731,50159,47110,47108,46825,46153,46151,44783,44165,42203,40580,40578,39487,38280,38278,37916,37640,37636,37358,37356,37354,37308,37097,37095,37093,37091,37089,37008,36898,36871,36844,36403,35742,35501,35499,31707,31610,31608,31605,31474,31472,25453,22731,22491,21270,21256,21132,21040,20220,20218,20216,20214,19638,19636,19634,19632,19353,19204,18799,18793,18791,18222,18134,18130,18128,16486,1611,14906,14903,14897,14896,14142,12287,12285,12283,12136,11797,11795,11080,10821,8508,5687,4868"
Siro,3,False,Thức uống không cồn,https://cooponline.vn/groups/siro/,"80199,78486,74537,74535,74531,54710,11822,11820,11818,11816,11812,11810,11808,11801"
Trà,3,False,Thức uống không cồn,https://cooponline.vn/groups/tra/,"105381,105380,105379,104777,104760,103755,103754,103456,54368,54366,54362,54360,54358,54356,54354,81751,81749,100847,99676,99375,99346,98975,98937,98921,98598,98040,97200,94597,94594,94519,94517,94487,94485,94234,94221,94219,92778,92738,92736,91703,91701,91699,10383,91664,16928,91201,91198,91124,91108,91093,90368,89639,89637,88819,88385,88387,88383,10386,87795,87550,78873,87251,86911,86680,86678,86676,86526,83996,83993,81142,81134,81128,81123,81056,80638,80621,80208,80206,80203,80201,79811,79809,79093,79091,79085,79083,79081,78875,78818,76477,75954,75952,75460,74515,74513,74320,74291,71618,71615,71263,70846,69367,69365,69349,69339,69336,68946,68271,68052,68028,68025,67998,67996,63993,63811,63801,63661,63623,62918,62597,60995,60727,60590,58666,58178,58144,56767,56708,56670,56508,56506,56422,56412,56363,55514,55290,17970,51641,51285,50808,50725,50163,50161,48961,48960,48946,48033,47585,47549,47402,47203,47106,47104,46812,46810,45122,45120,45114,45112,44163,43435,42256,42253,40576,39826,38208,37380,36859,33972,1961,1964,21234,21232,3398,8442,900,3085,17339,17337,17214,17124,17118,17116,9944,17044,17042,17040,12274,16993,16991,5172,10379,10376,10372,10365,10360,9946,8596,6290,6286,6284,5200,5181,5155,5120,5117,4784,4781,3082,3079"
"Trà sữa, trà-cafe uống liền",3,False,Thức uống không cồn,https://cooponline.vn/groups/tra-sua-tra-cafe-uong-lien/,"107166,3144,106233,106232,103763,88900,103337,101875,101874,51638,38050,90142,90140,38008,81753,100197,100194,99161,98998,98867,98865,98863,98478,98474,97765,97791,97727,97723,97721,97718,97706,97086,58807,68949,94880,94398,94241,92780,92551,92549,92547,62036,91158,61767,61759,61756,91099,91100,25796,90138,88912,88739,87833,49715,49711,85087,85085,85083,85079,84958,84956,30675,81801,78861,78859,75712,75542,74672,74491,74463,68808,66750,66697,65700,61726,61231,59302,5169,58863,58861,58460,56802,56682,56661,56455,51636,51630,34970,42230,19507,19505,41429,16930,16493,39828,39824,39816,39410,39333,38646,38285,38213,37906,37904,37902,37647,37628,37306,6288,35461,34145,34142,34127,33940,33440,33082,33079,26198,23315,22862,22855,21641,21237,20083,19984,19931,19875,3395,19630,4210,18042,18040,17333,17120,17080,16479,4215,5191,12985,12981,10798,10369,8541,8504,8502,8499,5152"
"Dầu nành, dầu mè, dầu phộng, dầu điều",3,False,Dầu ăn,https://cooponline.vn/groups/dau-nanh-dau-me-dau-phong-dau-dieu/,"16136,12332,103390,100120,99169,96971,96968,96964,93395,1559,90768,88780,88680,88035,88030,88027,88025,88026,88022,88008,87990,86903,86159,659,597,81607,77442,76750,74770,70568,69628,69443,69442,63373,16828,45562,2931,2928,656,653,590,36625,34342,34300,27227,27219,27217,1556,12341,10019,10016,8603"
Dầu olive,3,False,Dầu ăn,https://cooponline.vn/groups/dau-olive/,"19394,103188,103186,100376,100117,93721,93393,70432,69680,69649,54746,54741,54700,54698,54696,50847,50841,50832,50830,1566,1563,41794,39739,38114,16822,23883,20468,16805,16803,7111"
Dầu thực vật,3,False,Dầu ăn,https://cooponline.vn/groups/dau-thuc-vat/,"21460,103805,100379,100267,100115,21184,20117,19406,94981,93814,93804,18056,3852,3091,91666,16826,20574,90077,90075,90073,88574,10696,88175,22848,20273,7133,7125,617,84440,79095,71508,71210,70949,70904,67174,67172,65677,63803,63370,61041,60564,54124,54121,3088,1550,643,16813,39983,39976,39325,39098,38701,1437,37653,37538,36869,36703,34395,27215,27213,25562,22880,22727,20677,620,20115,19926,19402,16817,16815,16811,16809,14761,14379,13925,10170,10168,10166,10163,6470,6468,1767,1764,941"
Cá hộp,3,False,Đồ hộp,https://cooponline.vn/groups/ca-hop/,"103617,103199,92787,92264,79740,79718,77321,77319,77317,77201,75130,75132,68345,68056,67981,67979,65463,65461,65458,65373,65371,65369,65367,63996,61332,56702,4799,50710,50706,41715,41703,41616,38186,26764,26631,24628,23950,23436,23432,4523,19089,19087,19085,19083,19079,16586,16582,16338,16336,16334,5974,4790,4535"
Pate hộp,3,False,Đồ hộp,https://cooponline.vn/groups/pate-hop/,"98158,96724,93870,92647,92645,92270,92266,79721,79685,76378,74257,74255,74253,74250,74248,70103,65507,62954,62587,61330,58128,4838,16575,50708,35831,34303,34293,20572,2956,16577,16573,4529"
Thịt hộp,3,False,Đồ hộp,https://cooponline.vn/groups/thit-hop/,"107112,105495,105493,105491,105487,100351,97225,96824,93878,93876,93874,93872,93868,93866,93858,86518,86192,84007,79729,74259,74238,74236,74214,71285,70388,70121,68041,63630,54960,45844,43370,40140,37766,37697,37695,37693,37690,36030,35758,34287,27271,23434,3367,4526,4519,16580,10734,4835,4831,4802,5972,4828,703,696"
Thực phẩm đóng hộp khác,3,False,Đồ hộp,https://cooponline.vn/groups/thuc-pham-dong-hop-khac/,"104243,101620,93864,93860,93857,93854,93851,92651,92649,91771,91712,91707,91230,90205,88811,88806,87548,87546,86474,22823,84119,84098,84096,84090,84088,84083,84081,84079,83854,79754,79752,79746,79736,79727,79697,79681,76744,76699,76380,76179,74810,74808,74771,74768,74709,74261,74216,72698,68018,65728,65724,65695,65693,65501,65498,65494,65470,65467,65465,64697,62680,62675,62673,58878,51643,45557,43486,43484,27869,40437,39079,39077,38941,36231,35834,25035,22818,3882,19824,19766,19081,18983,18538,10817,10813,10815,17194,17192,16995,8035,16571,15672,15670,15604,15149,15145,13632,13630,13628,13624,13622,13620,13618,8013,6016,4516,4197"
Bột các loại,3,False,"Gạo, nếp, đậu, bột",https://cooponline.vn/groups/bot-cac-loai/,"106419,98628,98005,98002,95732,95636,93789,93787,93785,93781,91803,91342,90515,90379,90363,88627,88625,85612,4883,84404,78999,78997,77854,76735,76321,76123,76119,76117,76001,75997,74201,73484,73482,72047,72022,71116,71114,71112,71110,71108,71106,71104,69577,67164,67139,66632,62714,61455,58873,58722,56156,46495,41847,41687,41657,38689,38184,36388,36386,35359,31575,31215,31213,28092,28090,27033,25982,25972,25884,25881,25879,25875,25873,25870,25868,25861,25857,25852,25754,25660,25657,25478,25473,25470,25467,3812,23394,22899,6039,6037,21164,21083,20198,20196,20194,19982,17428,3045,3035,16926,15219,15216,15215,13737,12378,4967,9931,9884,9885,9877,4583,7041,7035,4574,6148,6154,5908,5912,5906,5871,5868,5866,5864,5860,5437,5218,4980,4974,4568,4580,3806,3809,3039,3006"
Gạo,3,False,"Gạo, nếp, đậu, bột",https://cooponline.vn/groups/gao/,"103615,103196,31588,100684,100371,99963,99961,99959,99575,99032,98853,97760,93799,93255,93035,91520,90826,88117,87544,87266,6756,6740,84933,81607,77274,76764,76762,76760,76758,76754,74456,74453,74450,73409,70188,70109,69946,69400,69393,69288,67172,67155,67129,66744,66741,65806,65592,65576,61913,60564,60562,60552,59094,59092,56628,56475,56473,55275,54958,54837,51748,51745,51740,51674,49175,48041,44175,43596,41861,19208,41417,39909,39806,39743,39648,39567,39153,39072,39003,38715,37651,36108,35792,35649,35647,34306,33560,33558,32811,32794,32792,32230,32228,32216,31586,27180,27178,27176,27053,27047,26841,26766,26688,16295,23984,23791,23789,22884,21877,20642,17720,17130,16299,16297,16293,15610,12401,10713,10219,9098,8912,7781,7160,7156,7154,7137,7135,6761,6758,6754,5656,3800"
"Nếp, đậu",3,False,"Gạo, nếp, đậu, bột",https://cooponline.vn/groups/nep-dau/,"98612,93322,67602,16951,25644,16707,16705,6742,5881,5879,73409,69968,69393,68760,65820,65553,65480,65468,56797,6752,46551,46545,3461,38589,35724,34983,34979,34961,34959,5883,30752,30750,27620,16949,25652,25650,25648,25646,25637,25635,17487,16307,16305,6750"
Đường,3,False,Gia vị nêm,https://cooponline.vn/groups/duong/,"103694,103655,100429,100422,98971,98757,98755,41904,20241,19400,19396,22839,5931,93840,93816,93412,93410,32171,70911,5929,5935,91655,91426,91085,16786,5925,25930,58716,88680,38725,9108,87305,20212,86900,84440,70947,70945,70898,70659,70443,69546,69402,65800,65734,63769,63761,63747,62687,54708,54704,54545,46560,41875,39458,39440,27521,23423,22919,18485,18483,3138,3123,5042,15682,6458,6456,4862"
Gia vị hoàn chỉnh,3,False,Gia vị nêm,https://cooponline.vn/groups/gia-vi-hoan-chinh/,"100322,100426,100327,100320,100318,100316,100314,100312,100273,100271,100269,98832,98830,98801,96688,19398,94579,87540,87538,87536,87532,85658,85656,85633,84786,84003,84001,83922,80562,80555,80187,80185,80183,76777,76775,76771,76769,76374,76356,76354,76352,76348,76346,76344,74277,74207,72342,72337,70877,70881,70884,70858,70786,70758,70691,70622,70595,70586,70576,70446,69938,69769,69556,69429,69424,68804,62763,62761,62693,56806,56799,56762,56755,54750,46575,46565,42139,42137,42133,41285,41212,41209,40176,40174,40114,39966,38843,38112,37783,37781,35477,35470,35434,35432,35415,34998,34996,34994,34384,34382,34349,31703,31701,24810,24807,24816,24813,22841,22833,22826,21148,21146,20603,3464,19214,19212,19210,16857,16788,10341,5944,5942,5754,5209,2938"
Gia vị khác,3,False,Gia vị nêm,https://cooponline.vn/groups/gia-vi-khac/,"106297,106241,105478,103181,103133,100542,100539,100528,100477,100470,100074,100053,99290,99153,98771,98769,98767,98496,97984,96784,93656,93473,93426,93422,93420,92228,91422,91394,91194,90015,89025,88878,88342,88336,88213,88165,87607,87604,87602,86292,85948,85946,65824,85637,17015,84092,84067,83934,83930,83914,83912,83832,83821,80189,80181,80130,80126,80123,80119,80117,80115,79742,79669,78148,76752,74285,71118,70696,70681,70677,70673,70667,70671,70629,70627,70624,70615,70611,70609,70607,70605,70602,70579,70448,70408,70393,70391,70169,70144,70139,70131,69765,69763,69727,69723,69695,69611,69461,69459,69421,69405,69399,69027,65929,65810,65788,65622,65567,65559,65556,62759,61429,59031,57877,56804,54736,54731,54723,54719,54714,54643,52008,50828,50824,50822,50818,46565,21144,42021,41873,41871,41625,3126,40349,40116,39974,12356,38697,38695,38693,37775,36958,36956,35720,35718,35175,35173,35171,35169,34357,34298,31685,27714,24819,23042,23381,22979,22948,22007,20607,20585,20210,18481,4365,18271,193,17374,16870,16868,15666,13973,12111,10705,7597,7590,6962,5927,4760,4369,4137,857"
"Hạt nêm, bột ngọt, bột canh",3,False,Gia vị nêm,https://cooponline.vn/groups/hat-nem-bot-ngot-bot-canh/,",9442,89940,104815,103694,103691,103390,100267,98882,98879,98877,98052,97848,96691,96688,93819,90295,88179,84792,84011,84005,81605,74666,72332,71414,58796,56672,54712,54519,54113,54054,51908,27378,47840,46479,9439,2631,44171,20119,42017,42015,41623,41615,27264,37522,5206,35998,11336,34630,27269,27267,27229,25555,24715,22872,1604,21150,20121,19826,2891,19034,19032,17210,187,15657,14334,14330,13739,12399,10245,10243,10241,9445,5933,5937,4763,3437,3434,2344,1401,1398"
MuốI,3,False,Gia vị nêm,https://cooponline.vn/groups/muoi/,"106416,106414,106412,100479,98155,98152,96928,95651,94565,93414,93031,91261,91136,91134,90540,89713,89711,89026,83928,83920,83918,74577,70685,70493,70481,70429,70095,70093,69761,69742,69740,69454,69450,69446,69427,67929,65585,62553,60681,58122,56732,56726,54717,54706,50815,45088,42129,41203,41149,40356,40353,40351,39970,39968,39040,36000,34372,34355,34322,27065,26639,24698,22874,21110,5054,20599,20593,19386,13668,3944"
"Khô sấy, chà bông, ruốc",3,False,"Lạp xưởng, xúc xích, khô sấy",https://cooponline.vn/groups/kho-say-cha-bong-ruoc/,"106328,106325,105389,104941,104237,104223,103787,103767,103671,48128,100353,99573,99570,99566,99561,95800,95798,94104,94099,94092,94089,94083,94067,93910,93907,90367,89743,41709,88651,88228,86522,65538,65519,81974,80429,80427,79822,79820,79124,79122,78183,70532,69372,69369,68489,66147,62730,61712,16531,60673,57305,57300,57027,57012,55678,54484,51916,51914,51912,51667,50778,50774,50153,50151,50112,49628,49626,49624,49611,48387,48316,48294,48181,48177,48067,45910,45065,45063,45061,45053,45029,45027,44794,43725,41591,10715,36366,35948,35851,35849,32558,27817,27815,27061,27059,27056,27043,27040,27038,26770,26058,10286,2799,23090,23005,22188,18969,18967,18413,17331,17329,17327,17325,17323,17321,17319,17317,17315,17245,16932,15674,13588,13586,1770,10717,10587,10291,9979,9969,9904,9900,9898,8184,5970,4538,2870"
"Lạp xưởng, xúc xích ăn liền",3,False,"Lạp xưởng, xúc xích, khô sấy",https://cooponline.vn/groups/lap-xuong-xuc-xich-an-lien/,"105388,105387,103706,103702,25475,103104,103100,98824,98514,94418,94407,89917,89915,83271,81891,81846,81842,81788,78429,77221,74275,74273,74271,74269,74267,74263,72759,72755,72713,72711,70538,70536,69956,69954,69387,68952,68753,68232,17230,4112,58702,56790,56746,56684,23589,49564,49562,48411,48379,48324,48318,46911,46882,46880,46156,41158,37327,35510,32790,27848,27370,27366,26194,26187,23591,20354,20352,3767,3629,17257,17228,17111,16944,16942,16940,14184,14183,14164,14162,14160,14158,58761,12965"
Bánh ăn sáng,3,False,"Ngũ cốc, bánh ăn sáng",https://cooponline.vn/groups/banh-an-sang/,"101812,101773,93688,93567,84578,84576,84434,3217,4880,4877,54590,54437,54418,54408,54144,41790,41771,41713,41629,35181,31205,1115,23011,2165,20478,20476,20474,18562,18226,3220,3214,3175,8410,8408,8406,8404,8402,7421,7413,5875,5697,736"
"Ngũ cốc, yến mạch",3,False,"Ngũ cốc, bánh ăn sáng",https://cooponline.vn/groups/ngu-coc-yen-mach/,"106903,106746,106744,106345,101854,101834,101829,101250,101247,101236,101229,99302,96916,93783,93706,93704,93554,93326,93324,92855,92234,91346,89771,88123,87207,87202,86662,86520,86027,84148,83355,83353,76474,76165,76163,76161,76159,75017,73492,73469,73403,73397,72010,71620,71506,71283,71280,71267,68323,67829,67828,67141,65834,64131,63768,63765,63763,63758,63756,63750,63748,63650,60679,59505,58173,58151,56931,55326,55324,55322,54633,54606,54568,54529,52739,51713,47560,47555,43441,41152,17109,40138,38945,37560,35626,32801,31038,31036,23013,18474,18081,17900,10888,9925,7417,6725,6514"
"Bánh tráng, phồng tôm, lương khô",3,False,"Nui, mì, bún, bánh tráng",https://cooponline.vn/groups/banh-trang-phong-tom-luong-kho/,"103667,99992,94381,93757,91695,91692,91132,91121,91119,91117,90381,90030,90028,90026,90020,88102,88085,88084,88076,88075,87700,3776,84401,83401,81948,77351,77349,77346,74627,74622,74466,56750,56428,47215,47213,42313,41863,32175,31573,31217,26871,26189,23577,3905,21178,3632,18933,18985,18902,13725,13715,13713,13711,3913,3908,3901,3898,2661,2658"
"Nui, mì, phở khô, bún khô",3,False,"Nui, mì, bún, bánh tráng",https://cooponline.vn/groups/nui-mi-bun-kho/,"106811,106763,106483,106035,106030,106026,105500,105497,105376,100816,99965,98161,97687,97563,94373,93330,93328,92782,91447,91342,91126,90363,90224,90220,90217,89709,88959,88109,88108,88103,88104,87953,87933,87931,87927,87611,86501,84931,5137,46720,17278,35946,83999,83926,83924,81948,81943,80623,77251,77249,77243,76616,76625,76623,76621,76619,76472,76423,76421,75433,75431,75429,75427,75425,75423,75421,75418,75416,75414,75409,75407,75405,75403,75401,75399,74640,74527,74503,73471,70941,70939,70936,70907,70648,70161,70159,69942,69361,69359,69304,69290,68810,68325,67135,67133,66230,65341,65329,65317,65313,65304,63745,63743,63741,61716,61674,61149,61006,61000,59088,56781,56477,56434,56432,56196,52325,52323,52057,52055,51758,51756,46718,46698,46160,44167,42305,42303,17270,39471,39469,39467,38767,38158,37146,36245,35922,35920,34407,31565,26046,24972,24703,23046,22989,22916,21166,20587,20582,19771,18935,18931,18995,18906,18079,18062,17749,17290,17280,17276,3782,5571,3638,16464,15680,13749,13747,13745,13709,12372,11389,10736,10729,10278,10276,10274,10266,10078,10076,10074,10072,10070,10066,10064,10060,9913,9890,9029,8884,8020,8011,8009,7986,7954,5563,5149,4710,4355,4343,2664"
Mắm các loại,3,False,"Nước chấm, mắm các loại",https://cooponline.vn/groups/mam-cac-loai/,"104729,104703,104698,104684,104682,104679,104676,104672,104668,104666,104662,104660,104658,104656,94192,94188,93888,93886,93884,93882,93408,91420,91106,91104,91087,81814,81812,81810,81806,81793,69457,69435,67902,59044,42588,42582,42580,42578,41589,40009,39735,37163,36005,35562,35546,30768,28596,28594,28589,28587,28584,28582,28580,27840,3361,18684,18682,3861,3370,17226,3864,17145,13640,7303,4510,3879,3855"
Nước mắm,3,False,"Nước chấm, mắm các loại",https://cooponline.vn/groups/nuoc-mam/,"106742,106478,106285,106267,100415,100412,100410,100406,100404,100390,100385,100381,96961,96954,95700,94205,93403,91162,91156,91115,91097,90396,90392,89641,27245,88859,88571,88074,88066,88065,88064,88055,85944,84223,15661,84061,84059,84057,7295,5333,82036,81938,77341,75647,75644,73490,73441,71023,70953,70859,70591,70565,70563,70462,70163,68404,67919,67137,66693,66691,63817,63815,63774,5388,5331,60684,59048,59046,58887,58464,56929,56198,54733,54724,6591,52681,52679,51690,51669,50968,48968,48966,47696,44906,44399,44173,3446,41419,41226,41143,41141,27258,27256,40112,39962,39043,35508,35020,34460,32165,32151,27262,27260,27253,27247,27243,27241,27234,26635,24762,24548,22850,21451,21389,21138,21136,18359,18357,18355,18353,18351,17376,17306,17292,16784,11463,10348,8624,7299,6597,6595,6586,5386,4372,3452,3443,3440,3430,3427"
"Nước tương, nước chấm",3,False,"Nước chấm, mắm các loại",https://cooponline.vn/groups/nuoc-tuong-nuoc-cham/,"102727,100398,98140,97987,97830,96973,95735,93418,93405,93402,93400,93397,91805,91203,86984,6539,84790,84055,84040,81938,79098,77442,76788,76092,71410,71135,70817,70693,70410,69397,69394,67906,64704,62926,57153,56769,50826,50812,50810,45854,43808,39964,38404,6791,36224,35382,32162,31670,27239,24746,22987,20823,19652,18973,18419,17755,17722,16438,10711,10149,6799,6795,6793,6719,6717,6544,6541,6496,3458"
"Cháo, bánh đa, bún, cơm, canh ăn liền",3,False,Thực phẩm ăn liền,https://cooponline.vn/groups/chao-banh-da-bun-com-canh-an-lien/,"107131,106740,106738,106736,4352,3764,9084,100346,100343,99967,98775,98773,98759,97844,96126,95959,95957,95953,95935,95750,95748,94604,94603,94601,94390,94364,92226,92224,91673,91671,91669,90577,90046,90040,90033,90019,89808,86188,86186,86171,86169,2254,83857,76673,76671,74985,74979,74975,74658,74648,74646,73480,73478,73475,72867,69346,69013,17906,64098,64097,64017,64011,64008,62980,62976,62966,62963,60722,58621,58619,57054,9717,9715,55516,6936,52053,52051,46456,46445,21094,45031,43844,21096,43334,43332,41902,39157,38828,38824,38820,38180,37144,37138,37136,37006,36237,36235,36233,31571,31569,28000,27184,25440,23780,20464,18991,18971,10829,10819,17912,17100,17098,16904,16902,14028,14016,14014,14012,12113,10742,10013,10010,10002,9995,9993,9991,9768,9766,9763,9761,9759,9757,9755,9750,9748,9736,9734,9732,7028,6140,6138,5268,3788"
Mì gói ăn liền,3,False,Thực phẩm ăn liền,https://cooponline.vn/groups/mi-goi-an-lien/,"107001,106734,106475,8874,21152,8850,8848,103876,103872,103871,103599,103192,103190,103148,101611,100334,100302,100298,100296,94404,37133,37129,98789,98787,98785,98783,98457,98149,98146,97999,97996,97993,97990,97209,97207,96914,96896,96791,96789,96716,96713,95730,95634,95632,94812,94806,94584,94582,94420,94417,94409,94403,94400,94378,93334,92799,92798,92797,92796,92789,92755,92639,92637,92221,92206,92204,92202,92200,92198,92196,92189,92186,92184,92182,92121,92118,91773,91287,91141,91122,91077,91075,90574,90265,90222,89802,89799,89795,89793,89791,89787,89779,14692,89065,88961,88162,87941,87939,87937,87935,87924,87914,87912,9406,9401,9399,87453,87445,87443,87413,87406,86498,86465,86146,86144,86142,86138,86135,19769,85619,85617,9397,9392,53452,21170,85056,85053,85049,85045,84781,84779,84777,84775,84773,84771,52299,81799,81795,81016,80619,80578,80576,80355,78779,78777,78775,78770,78768,78765,78762,77870,77868,77233,76617,76614,76612,76608,76606,76604,76376,74678,74676,74637,74625,74620,74509,74454,74446,74337,73467,72871,72869,72386,72377,71353,71351,71345,70640,70604,70115,70113,69936,68750,68308,68306,68295,68275,67927,67495,66699,66695,65702,62958,62920,62753,62698,61357,59846,58763,59090,58851,58782,58780,58777,58775,58773,58768,58615,58612,57245,56821,56817,56814,56784,56704,56692,56665,55637,54841,54809,53460,53458,52306,52303,52297,52006,52004,52002,50962,48952,47277,46702,46700,46696,45086,44181,44177,42301,40132,40124,40118,39990,39798,39791,39323,39057,38801,38799,38797,38142,37210,37127,37125,36713,36378,35367,35363,31281,31278,29774,28008,27905,27503,27203,27201,27199,27195,27193,27190,27186,27182,25932,20412,25568,8695,24564,22845,23873,21875,20620,20535,20533,20531,20424,20420,20416,1525,19218,19216,18997,18493,18491,17922,17920,17914,8699,17799,17757,17753,17747,17725,17717,17715,17713,17709,17272,17254,17096,16460,15602,15596,15594,15592,14683,14680,14669,5134,12957,12955,12953,10884,10738,10272,9419,9416,9403,9395,9373,9367,8872,8814,8809,8807,8802,8799,8794,8792,8787,8783,8776,8758,8739,8702,8678,8472,8469,8450,8440,6563,6550,6547,6510,6508,6506,6504,6436,1690,1352,549,544"
