,name,price,pricing_unit,supermarket,product_type,weight,price_kg,number_of_units,price_unit,volume,price_lit
0,"Макароны PASTA ZARA Спагетти, 500г",121.05,500г,Lenta,spaghetti,500.0,242.1,,,,
21,"Макароны DE CECCO Спагетти №12, 500г",382.49,500г,Lenta,spaghetti,500.0,764.98,,,,
35,"Макароны 365 ДНЕЙ Спагетти, группа В высший сорт, 400г",23.49,400г,Lenta,spaghetti,400.0,58.725,,,,
37,"Макароны AIDA Спагетти группа А высший сорт, 500г",84.2,500г,Lenta,spaghetti,500.0,168.4,,,,
45,"Макароны AMERIA Спагетти №3, группа В высший сорт, 900г",100.99,900г,Lenta,spaghetti,900.0,112.21111111111111,,,,
46,"Макароны GRANMULINO Premium Спагетти, 400г",107.49,400г,Lenta,spaghetti,400.0,268.72499999999997,,,,
47,"Макароны безглютеновые FEDERICI Спагетти, 400г",210.59,400г,Lenta,spaghetti,400.0,526.475,,,,
74,"Макароны ШЕБЕКИНСКИЕ Спагеттини №001, 450г",79.99,450г,Lenta,spaghetti,450.0,177.75555555555556,,,,
88,"Макароны GRAND DI PASTA Спагетти, 450г",104.2,450г,Lenta,spaghetti,450.0,231.55555555555557,,,,
90,"Макароны MAKFA Спагетти, вермишель длинная, 450г",74.99,450г,Lenta,spaghetti,450.0,166.64444444444442,,,,
104,"Макароны MARCO PANATTI Спагетти группа А высший сорт, 800г",90.49,800г,Lenta,spaghetti,800.0,113.1125,,,,
110,"Макароны ЛЕНТА Спагетти группа А, высший сорт, 450г",63.19,450г,Lenta,spaghetti,450.0,140.42222222222222,,,,
113,"Макароны безглютеновые ЛЕНТА LIFE Спагетти, из кукурузной муки, 300г",105.29,300г,Lenta,spaghetti,300.0,350.9666666666667,,,,
116,"Макароны MARCO PANATTI Спагетти, 400г",94.79,400г,Lenta,spaghetti,400.0,236.97500000000002,,,,
117,"Макароны ВЫБОР СЕМЬИ Спагетти группа В, 400г",42.19,400г,Lenta,spaghetti,400.0,105.475,,,,
352,"Филе грудки куриное ЛЕНТА FRESH, весовое",263.2,,Lenta,chicken_fillet,1000.0,263.2,,,,
360,"Филе куриное ПЕТЕЛИНКА, весовое",521.09,,Lenta,chicken_fillet,1000.0,521.09,,,,
371,"Филе грудки куриное ПЕРВАЯ СВЕЖЕСТЬ, весовое",445.31,,Lenta,chicken_fillet,1000.0,445.31,,,,
380,"Филе куриное ТРОЕКУРОВО, 900г",452.69,900г,Lenta,chicken_fillet,900.0,502.98888888888894,,,,
392,"Филе грудки ПАВА ПАВА большое, 800г",642.19,800г,Lenta,chicken_fillet,800.0,802.7375000000001,,,,
409,"Капуста белокочанная, весовая",155.97,,Lenta,cabbage,1000.0,155.97,,,,
411,"Морковь мытая, 1кг",78.99,1000г,Lenta,carrot,1000.0,78.99,,,,
414,"Томаты сливовидные, весовые",202.63,,Lenta,tomato,1000.0,202.63,,,,
415,"Огурец длинноплодный, шт",136.89,1шт,Lenta,cucumber,,,1.0,136.89,,
416,"Капуста белокочанная новый урожай, весовая",284.28,,Lenta,cabbage,1000.0,284.28,,,,
420,"Морковь мытая, весовая",42.15,,Lenta,carrot,1000.0,42.15,,,,
425,"Морковь мытая, 600г",73.69,600г,Lenta,carrot,600.0,122.81666666666666,,,,
426,"Лук репчатый, фасованный, весовой",110.54,,Lenta,onion,1000.0,110.54,,,,
428,"Томаты Бакинские, весовые",289.5,,Lenta,tomato,1000.0,289.5,,,,
429,"Огурцы среднеплодные гладкие, весовые",110.53,,Lenta,cucumber,1000.0,110.53,,,,
430,"Томаты розовые, Азербайджан, весовые",194.75,,Lenta,tomato,1000.0,194.75,,,,
431,"Огурцы среднеплодные колючие, весовые",189.5,,Lenta,cucumber,1000.0,189.5,,,,
432,"Огурцы короткоплодные колючие, весовые",194.75,,Lenta,cucumber,1000.0,194.75,,,,
440,"Томаты Коричневые, весовые",268.45,,Lenta,tomato,1000.0,268.45,,,,
442,"Огурцы среднеплодные Атлет колючие, 450г",263.19,450г,Lenta,cucumber,450.0,584.8666666666667,,,,
444,"Томаты черри микс, 250г",315.79,250г,Lenta,tomato,250.0,1263.16,,,,
449,"Морковь, весовая",18.42,,Lenta,carrot,1000.0,18.42,,,,
450,"Лук репчатый, весовой",28.95,,Lenta,onion,1000.0,28.95,,,,
453,"Баклажаны, весовые",121.05,,Lenta,eggplant,1000.0,121.05,,,,
455,"Огурцы тепличные гладкие среднеплодные, 600г",263.19,600г,Lenta,cucumber,600.0,438.65,,,,
457,"Огурцы тепличные колючие среднеплодные, 600г",263.19,600г,Lenta,cucumber,600.0,438.65,,,,
458,"Огурцы короткоплодные ЛЕНТА FRESH колючие, 450г",305.29,450г,Lenta,cucumber,450.0,678.4222222222222,,,,
459,"Огурцы ЛЕНТА FRESH корнишоны, 300г",347.39,300г,Lenta,cucumber,300.0,1157.9666666666667,,,,
461,"Лук репчатый, 500г",94.79,500г,Lenta,onion,500.0,189.58,,,,
462,"Томаты черри ЛЕНТА FRESH на ветке, 250г",294.79,250г,Lenta,tomato,250.0,1179.16,,,,
464,"Томаты розовые ЛЕНТА FRESH Фермерские, весовые",231.6,,Lenta,tomato,1000.0,231.6,,,,
465,"Лук репчатый отборный, 1кг",126.39,1000г,Lenta,onion,1000.0,126.39,,,,
467,"Томаты черри красные ФЛАМЕНКО на ветке, весовые",349.48,,Lenta,tomato,1000.0,349.48,,,,
468,"Томаты сливовидные ФЛАМЕНКО, 450г",263.19,450г,Lenta,tomato,450.0,584.8666666666667,,,,
469,"Томаты черри коричневые, 200г",263.19,200г,Lenta,tomato,200.0,1315.95,,,,
470,"Томаты черри, 400г",489.47,400г,Lenta,tomato,400.0,1223.6750000000002,,,,
471,"Томаты коктейльные, 350г",273.69,350г,Lenta,tomato,350.0,781.9714285714285,,,,
472,"Томаты черри, на ветке, 400г",463.19,400г,Lenta,tomato,400.0,1157.975,,,,
473,"Томаты черри Сладкая ягода, 200г",322.1,200г,Lenta,tomato,200.0,1610.5,,,,
474,"Томаты черри сливовидные, 200г",221.09,200г,Lenta,tomato,200.0,1105.45,,,,
475,"Томаты черри Сладкая ягода оранжевые, 200г",289.49,200г,Lenta,tomato,200.0,1447.45,,,,
476,"Томаты черри красные тепличные, 200г",231.59,200г,Lenta,tomato,200.0,1157.95,,,,
477,"Томаты ФЛАМЕНКО сливовидные, весовые",252.65,,Lenta,tomato,1000.0,252.64999999999998,,,,
483,"Томаты черри ФЛАМЕНКО красные, 250г",273.69,250г,Lenta,tomato,250.0,1094.76,,,,
484,"Томаты черри ВАУ круглые красные, 200г",263.19,200г,Lenta,tomato,200.0,1315.95,,,,
485,"Томаты ЛЕНТА FRESH коктейльные, на ветке, 350г",305.29,350г,Lenta,tomato,350.0,872.257142857143,,,,
486,"Томаты черри ВАУ круглые красные, на ветке, 200г",268.49,200г,Lenta,tomato,200.0,1342.45,,,,
487,"Кофе молотый TCHIBO Exclusive, 250г",729.47,250г,Lenta,ground_coffee,250.0,2917.88,,,,
489,"Кофе молотый ЖОКЕЙ По-Восточному натуральный жареный, 250г",422.1,250г,Lenta,ground_coffee,250.0,1688.4,,,,
491,"Кофе молотый ЖОКЕЙ По-Восточному, 450г",851.59,450г,Lenta,ground_coffee,450.0,1892.4222222222222,,,,
496,"Кофе молотый LAVAZZA Crema e Gusto натуральный жареный, 250г",579.99,250г,Lenta,ground_coffee,250.0,2319.96,,,,
497,"Кофе молотый LAVAZZA Qualita Rossa натуральный, 250г",726.31,250г,Lenta,ground_coffee,250.0,2905.24,,,,
502,"Кофе молотый JARDIN Dessert, 250г",592.63,250г,Lenta,ground_coffee,250.0,2370.52,,,,
503,"Кофе молотый JARDIN Espresso di Milano, 250г",575.78,250г,Lenta,ground_coffee,250.0,2303.12,,,,
507,"Кофе молотый ЛЕНТА жареный, 500г",684.29,500г,Lenta,ground_coffee,500.0,1368.58,,,,
514,"Кофе молотый LAVAZZA Qualita ORO натуральный жареный, 250г",1102.1,250г,Lenta,ground_coffee,250.0,4408.4,,,,
523,"Кофе молотый ЖОКЕЙ Ирландские сливки, 150г",371.49,150г,Lenta,ground_coffee,150.0,2476.6,,,,
524,"Кофе молотый JARDIN Americano Crema жареный, 250г",575.78,250г,Lenta,ground_coffee,250.0,2303.12,,,,
525,"Кофе молотый ЖОКЕЙ Традиционный жареный, 250г",592.63,250г,Lenta,ground_coffee,250.0,2370.52,,,,
530,"Кофе молотый EGOISTE Espresso, 250г",1021.05,250г,Lenta,ground_coffee,250.0,4084.2000000000003,,,,
538,"Кофе молотый COFFESSO Crema Delicato жареный, 45г",422.1,45г,Lenta,ground_coffee,45.0,9380.0,,,,
541,"Кофе молотый MONARCH Original натуральный жареный, 230г",632.63,230г,Lenta,ground_coffee,230.0,2750.5652173913045,,,,
544,"Кофе молотый CARTE NOIRE натуральный жареный, 230г",726.99,230г,Lenta,ground_coffee,230.0,3160.8260869565215,,,,
546,"Кофе молотый MONARCH Original Классический натуральный жареный, 70г",210.52,70г,Lenta,ground_coffee,70.0,3007.4285714285716,,,,
548,"Кофе молотый ЛЕНТА Amaretto натуральный жареный, 150г",231.59,150г,Lenta,ground_coffee,150.0,1543.9333333333334,,,,
549,"Кофе молотый ЛЕНТА Irish cream натуральный жареный, 150г",231.59,150г,Lenta,ground_coffee,150.0,1543.9333333333334,,,,
559,"Кофе молотый 365 ДНЕЙ жареный, 250г",263.15,250г,Lenta,ground_coffee,250.0,1052.6,,,,
565,"Кофе молотый JARDIN Cafe Eclair жареный, 250г",496.49,250г,Lenta,ground_coffee,250.0,1985.96,,,,
575,"Кофе молотый ЛЕНТА натуральный жареный, 250г",421.05,250г,Lenta,ground_coffee,250.0,1684.2,,,,
583,"Кофе молотый EGOISTE Velvet, 200г",908.49,200г,Lenta,ground_coffee,200.0,4542.45,,,,
587,Кофе молотый ALTA ROMA Vero,713.69,250г,Lenta,ground_coffee,250.0,2854.76,,,,
590,"Кофе молотый JARDIN Bravo Brazilia жареный, 250г",1021.05,250г,Lenta,ground_coffee,250.0,4084.2000000000003,,,,
591,"Кофе молотый JARDIN Эфиопия Эйфория жаренный, 250г",1021.05,250г,Lenta,ground_coffee,250.0,4084.2000000000003,,,,
598,"Кофе молотый BUSHIDO Sensei, 227г",1021.05,227г,Lenta,ground_coffee,227.0,4498.0176211453745,,,,
600,"Кофе молотый BUSHIDO Red Katana, 227г",1021.05,227г,Lenta,ground_coffee,227.0,4498.0176211453745,,,,
610,"Кофе молотый BUSHIDO Specialty, 227г",1102.1,227г,Lenta,ground_coffee,227.0,4855.066079295153,,,,
621,"Кофе молотый BUSHIDO Black Katana, 227г",1021.05,227г,Lenta,ground_coffee,227.0,4498.0176211453745,,,,
630,"Кофе молотый ЛЕНТА натуральный жареный с ароматом лесного ореха, 150г",231.59,150г,Lenta,ground_coffee,150.0,1543.9333333333334,,,,
634,"Кофе молотый FRESCO Arabica Solo, 200г",503.19,200г,Lenta,ground_coffee,200.0,2515.9500000000003,,,,
635,"Кофе молотый CARTE NOIRE Crema delice натуральный жареный, 230г",982.99,230г,Lenta,ground_coffee,230.0,4273.869565217391,,,,
641,"Кофе молотый EGOISTE Grand Cru, 250г",1191.57,250г,Lenta,ground_coffee,250.0,4766.28,,,,
646,"Кофе молотый BONVIDA натуральный жареный средняя обжарка, 1кг",1999.99,1000г,Lenta,ground_coffee,1000.0,1999.99,,,,
653,"Кофе молотый ЖИВОЙ КОФЕ Арабика, 200г",454.73,200г,Lenta,ground_coffee,200.0,2273.65,,,,
655,"Кофе молотый CARTE NOIRE Intense Absolu натуральный жареный, 230г",982.99,230г,Lenta,ground_coffee,230.0,4273.869565217391,,,,
656,"Кофе молотый FRESCO Arabica Blend, 250г",575.79,250г,Lenta,ground_coffee,250.0,2303.16,,,,
657,"Кофе молотый для турки и чашки FRESCO Arabica Gusto, 250г",551.57,250г,Lenta,ground_coffee,250.0,2206.28,,,,
668,"Кофе молотый JARDIN Ориджинал оро жареный, 250г",818.94,250г,Lenta,ground_coffee,250.0,3275.76,,,,
687,"Кофе молотый PREMIUM CLUB Classic, 250г",631.57,250г,Lenta,ground_coffee,250.0,2526.28,,,,
688,"Кофе молотый PREMIUM CLUB Espresso, 250г",631.57,250г,Lenta,ground_coffee,250.0,2526.28,,,,
693,"Кофе молотый POETTI Daily Arabica для чашки, 250г",583.49,250г,Lenta,ground_coffee,250.0,2333.96,,,,
694,"Кофе молотый POETTI Daily Classic Crema, 250г",559.99,250г,Lenta,ground_coffee,250.0,2239.96,,,,
696,"Кофе молотый POETTI Daily Mokka, 250г",559.99,250г,Lenta,ground_coffee,250.0,2239.96,,,,
697,"Кофе молотый POETTI Leggenda Original натуральный жареный, 250г",762.1,250г,Lenta,ground_coffee,250.0,3048.4,,,,
698,"Кофе молотый POETTI Leggenda Ruby натуральный жареный, 250г",762.1,250г,Lenta,ground_coffee,250.0,3048.4,,,,
708,"Кофе молотый MACCOFFEE Pure Espresso Forte натуральный жареный, 250г",518.99,250г,Lenta,ground_coffee,250.0,2075.96,,,,
716,"Кофе молотый ЖОКЕЙ Классический жареный, 100г",226.31,100г,Lenta,ground_coffee,100.0,2263.1,,,,
717,"Кофе молотый ЖОКЕЙ По-восточному жареный, 100г",226.31,100г,Lenta,ground_coffee,100.0,2263.1,,,,
721,"Кофе молотый ROMEO ROSSI Crema натуральный жареный, 250г",681.05,250г,Lenta,ground_coffee,250.0,2724.2,,,,
722,"Кофе молотый ROMEO ROSSI Intenso натуральный жарнный, 250г",497.99,250г,Lenta,ground_coffee,250.0,1991.96,,,,
734,"Кофе молотый 365 ДНЕЙ жареный, 100г",105.26,100г,Lenta,ground_coffee,100.0,1052.6,,,,
740,"Кофе молотый EGOISTE Captain, 250г",1109.49,250г,Lenta,ground_coffee,250.0,4437.96,,,,
742,"Кофе молотый EGOISTE Voyage, 250г",1118.99,250г,Lenta,ground_coffee,250.0,4475.96,,,,
750,"Кофе молотый AMBASSADOR Adora натуральный жареный, темная обжарка, 95г",269.49,95г,Lenta,ground_coffee,95.0,2836.7368421052633,,,,
756,"Кофе молотый MONARCH Brazilian Selection натуральный жареный, 230г",476.49,230г,Lenta,ground_coffee,230.0,2071.695652173913,,,,
762,"Кофе молотый JULIUS MEINL Ароматный, 220г",993.68,220г,Lenta,ground_coffee,220.0,4516.727272727272,,,,
766,"Кофе молотый MARCO PANATTI Delicato, 250г",526.31,250г,Lenta,ground_coffee,250.0,2105.24,,,,
767,"Кофе молотый MARCO PANATTI Intenso, 250г",477.49,250г,Lenta,ground_coffee,250.0,1909.96,,,,
771,"Кофе молотый COFFESSO Crema, 250г",543.15,250г,Lenta,ground_coffee,250.0,2172.6,,,,
772,"Кофе молотый COFFESSO Mokka, 250г",498.99,250г,Lenta,ground_coffee,250.0,1995.96,,,,
773,"Кофе молотый COFFESSO Allure, 250г",594.49,250г,Lenta,ground_coffee,250.0,2377.96,,,,
776,"Кофе молотый POETTI Soul of Havana, 200г",629.47,200г,Lenta,ground_coffee,200.0,3147.3500000000004,,,,
777,"Кофе молотый POETTI Soul of Rome, 200г",438.49,200г,Lenta,ground_coffee,200.0,2192.45,,,,
778,"Кофе молотый POETTI Soul of Istanbu, 200г",563.15,200г,Lenta,ground_coffee,200.0,2815.75,,,,
780,"Кофе молотый COFFESSO Brazil Alto жареный, 50г",341.05,50г,Lenta,ground_coffee,50.0,6821.000000000001,,,,
788,"Кофе молотый COFFESSO жареный, 50г",284.2,50г,Lenta,ground_coffee,50.0,5684.0,,,,
789,"Кофе молотый JULIUS MEINL Prasident натуральный жареный, 220г",1021.05,220г,Lenta,ground_coffee,220.0,4641.136363636363,,,,
804,"Кофе молотый TIBIO Gold Мокка натуральный жареный, 250г",672.63,250г,Lenta,ground_coffee,250.0,2690.52,,,,
809,"Кофе молотый COFFEE TURCA Special Turkish, 250г",1143.15,250г,Lenta,ground_coffee,250.0,4572.6,,,,
816,"Кофе молотый SIBARISTICA Uganda, 6шт",406.31,60г,Lenta,ground_coffee,60.0,6771.833333333333,6.0,67.71833333333333,,
817,"Кофе молотый SIBARISTICA Ассорти, 6шт",406.31,60г,Lenta,ground_coffee,60.0,6771.833333333333,6.0,67.71833333333333,,
818,"Кофе молотый SIBARISTICA Yellow Submarine, 6шт",406.31,60г,Lenta,ground_coffee,60.0,6771.833333333333,6.0,67.71833333333333,,
840,"Кофе молотый MONARCH Origins Tropical Selection, 230г",939.99,230г,Lenta,ground_coffee,230.0,4086.913043478261,,,,
853,"Кофе молотый COFFESSO Jezva Red, 100г",244.2,100г,Lenta,ground_coffee,100.0,2441.9999999999995,,,,
862,"Кофе молотый TCHIBO Фэмили натуральный жареный, 500г",1279.99,500г,Lenta,ground_coffee,500.0,2559.98,,,,
869,"Кофе молотый ALTA ROMA Caffe Latte, 250г",503.19,250г,Lenta,ground_coffee,250.0,2012.7600000000002,,,,
872,"Кофе молотый ALTA ROMA Arabica Classico, 250г",729.49,250г,Lenta,ground_coffee,250.0,2917.96,,,,
876,"Кофе молотый TIBIO Фэмили натуральный жареный, 250г",713.69,250г,Lenta,ground_coffee,250.0,2854.76,,,,
877,"Кофе молотый TIBIO Голд Селекшн натуральный жареный, 250г",647.39,250г,Lenta,ground_coffee,250.0,2589.56,,,,
878,"Кофе молотый TIBIO Голд Мокка Итальяно натуральный жареный, 250г",647.39,250г,Lenta,ground_coffee,250.0,2589.56,,,,
880,"Кофе молотый VERLE Decaf Drip Box натуральный, 66г",715.78,66г,Lenta,ground_coffee,66.0,10845.151515151514,,,,
881,"Кофе молотый VERLE Colombia Drip Box натуральный, 66г",610.52,66г,Lenta,ground_coffee,66.0,9250.30303030303,,,,
883,"Кофе молотый COFFESSO Бленд арабики и робусты, для чашки и турки, 200г",422.19,200г,Lenta,ground_coffee,200.0,2110.95,,,,
884,"Кофе молотый COFFESSO Jezva Gold 100% Arabica, 100г",304.29,100г,Lenta,ground_coffee,100.0,3042.9000000000005,,,,
886,"Кофе молотый COFFESSO Jezva Gold 100% Arabica, 200г",567.39,200г,Lenta,ground_coffee,200.0,2836.95,,,,
887,Кофе COFFESSO MASSIMO молотый м/у,729.49,250г,Lenta,ground_coffee,250.0,2917.96,,,,
891,Кофе COFFESSO VELUTTO молотый м/у,891.59,250г,Lenta,ground_coffee,250.0,3566.36,,,,
1186,"Соус PAN-ASIAN Рыбный, 250мл",210.52,250мл,Lenta,fish_sauce,,,,,250.0,842.08
1353,"Багет ЛЕНТА FRESH Французский, 300г",57.89,300г,Lenta,bread,300.0,192.96666666666667,,,,
1359,"Хлеб ЛЕНТА FRESH Балтийский с сыром, 400г",85.49,400г,Lenta,bread,400.0,213.725,,,,
1360,"Хлеб ЛЕНТА FRESH Балтийский, 400г",57.89,400г,Lenta,bread,400.0,144.725,,,,
1361,"Багет ЛЕНТА FRESH Парижский классический, 300г",90.59,300г,Lenta,bread,300.0,301.96666666666664,,,,
1369,"Хлеб ЛЕНТА FRESH Дарницкий, 300г",27.36,300г,Lenta,bread,300.0,91.2,,,,
1370,"Хлеб заварной ЛЕНТА FRESH Бородинский, 400г",93.49,400г,Lenta,bread,400.0,233.725,,,,
1374,"Хлеб ЛЕНТА FRESH Сицилийский с итальянскими травами, 300г",84.2,300г,Lenta,bread,300.0,280.6666666666667,,,,
1380,"Хлеб пшеничный ЛЕНТА FRESH на опаре, 300г",32.49,300г,Lenta,bread,300.0,108.30000000000001,,,,
1381,"Багет ЛЕНТА FRESH Французский, мини, 100г",13.49,1*100г,Lenta,bread,100.0,134.9,,,,
1382,"Хлеб ЛЕНТА FRESH Кукурузный особый, 350г",102.99,350г,Lenta,bread,350.0,294.2571428571428,,,,
1384,"Багет ЛЕНТА FRESH Традиционный, 230г",69.49,230г,Lenta,bread,230.0,302.13043478260863,,,,
1385,"Хлеб зерновой ЛЕНТА FRESH Идеальная фигура, 360г",109.99,360г,Lenta,bread,360.0,305.52777777777777,,,,
1401,"Хлеб зерновой бездрожжевой ЛЕНТА FRESH, 400г",136.84,400г,Lenta,bread,400.0,342.1,,,,
1402,"Хлеб бездрожжевой ЛЕНТА FRESH, 400г",85.49,400г,Lenta,bread,400.0,213.725,,,,
1403,"Багет пшеничный ЛЕНТА FRESH Деревенский, на закваске, 300г",85.49,300г,Lenta,bread,300.0,284.96666666666664,,,,
1404,"Багет ржано-пшеничный ЛЕНТА FRESH Деревенский, на закваске, весовой",82.95,,Lenta,bread,1000.0,82.95,,,,
1405,"Хлеб ЛЕНТА FRESH Купеческий, на закваске, весовой",154.0,,Lenta,bread,1000.0,154.0,,,,
1413,"Багет ЛЕНТА FRESH с начинкой пицца, 140г",64.49,140г,Lenta,bread,140.0,460.6428571428571,,,,
1417,"Хлеб ЛЕНТА FRESH Чиабатта на закваске, 250г",55.78,250г,Lenta,bread,250.0,223.12,,,,
1418,"Хлеб ржаной ЛЕНТА FRESH Чиабатта на закваске, 250г",58.99,250г,Lenta,bread,250.0,235.96,,,,
1421,"Хлеб пшенично-ржаной бездрожжевой ЛЕНТА FRESH, 300г",78.94,300г,Lenta,bread,300.0,263.1333333333333,,,,
1427,"Хлеб ЛЕНТА FRESH Польза Чиа на закваске, 300г",70.49,300г,Lenta,bread,300.0,234.96666666666667,,,,
1428,"Хлеб ЛЕНТА FRESH Энергия полбы, на закваске, 300г",70.49,300г,Lenta,bread,300.0,234.96666666666667,,,,
1429,"Хлеб ЛЕНТА FRESH Многозерновой, 400г",85.49,400г,Lenta,bread,400.0,213.725,,,,
1435,"Батон ЛЕНТА FRESH Городской на опаре, 300г",42.99,300г,Lenta,bread,300.0,143.3,,,,
1437,"Хлеб ЛЕНТА FRESH Деревенский на закваске, 400г",53.49,400г,Lenta,bread,400.0,133.72500000000002,,,,
1438,"Хлеб ЛЕНТА FRESH Славянский на закваске, 500г",64.49,500г,Lenta,bread,500.0,128.98,,,,
1439,"Батон ЛЕНТА FRESH Гусарский на закваске, весовой",121.19,,Lenta,bread,1000.0,121.19,,,,
1440,"Хлеб ЛЕНТА FRESH Рижский на закваске, 500г",94.73,500г,Lenta,bread,500.0,189.46,,,,
1441,"Хлеб пшеничный формовой ЛЕНТА FRESH 1-й сорт, на закваске, 450г",53.49,450г,Lenta,bread,450.0,118.86666666666667,,,,
1442,"Хлеб ЛЕНТА FRESH с отрубями на закваске, 300г",42.19,300г,Lenta,bread,300.0,140.63333333333333,,,,
1443,"Хлеб ЛЕНТА FRESH Солнышко на закваске, 500г",68.42,500г,Lenta,bread,500.0,136.84,,,,
1444,"Хлеб ЛЕНТА FRESH Домашний с кунжутом на закваске, 250г",32.49,250г,Lenta,bread,250.0,129.96,,,,
1445,"Хлеб ЛЕНТА FRESH Семизерновой ароматный на закваске, 400г",95.99,400г,Lenta,bread,400.0,239.975,,,,
1447,"Хлеб ЛЕНТА FRESH Мариинский на закваске, 300г",58.99,300г,Lenta,bread,300.0,196.63333333333333,,,,
1450,"Хлеб ЛЕНТА FRESH Питательный Киноа на закваске, 250г",80.99,250г,Lenta,bread,250.0,323.96,,,,
1457,"Багет ржаной, 200г",42.99,200г,Lenta,bread,200.0,214.95,,,,
1459,"Багет Лента Парижский, 170г",26.99,170г,Lenta,bread,170.0,158.76470588235293,,,,
1460,"Багет Прованс, 200г",74.99,200г,Lenta,bread,200.0,374.94999999999993,,,,
1461,"Багет с ветчиной и сыром, 250г",85.49,250г,Lenta,bread,250.0,341.96,,,,
1481,"Багет с луком, 190г",84.2,190г,Lenta,bread,190.0,443.15789473684214,,,,
1484,Хлеб Нордик с орехами и сухофруктами на закваске (СП) ЛЕНТА FRESH,105.29,170г,Lenta,bread,170.0,619.3529411764706,,,,
3456,"Крупа гречневая АЛТАЙСКАЯ СКАЗКА быстроразваривающаяся Экстра, ядрица, 800г",150.59,800г,Lenta,buckwheat,800.0,188.2375,,,,
4989,"Продукт белковый РОССОЯ Тофу натуральный, 120г",89.49,120г,Lenta,tofu,120.0,745.7499999999999,,,,
4991,"Продукт соевый REGALIO VEGAN Тофу Классический, 200г",126.39,200г,Lenta,tofu,200.0,631.95,,,,
4993,"Тофу VEG`S Оригинальный, 250г",141.99,250г,Lenta,tofu,250.0,567.96,,,,
4994,"Тофу ЛЕНТА LIFE, 120г",94.79,120г,Lenta,tofu,120.0,789.9166666666667,,,,
5376,"Рис круглозерный МИСТРАЛЬ Кубань 1-й сорт, 900г",178.49,900г,Lenta,rice,900.0,198.32222222222222,,,,
5409,"Филе куриное ПЕТЕЛИНКА, 550г",304.49,550г,Lenta,chicken_fillet,550.0,553.6181818181818,,,,
5644,"Яйцо куриное СМЕТАНИНО От молодой курицы С2, 10шт",142.19,10шт,Lenta,egg,,,10.0,14.219,,
5656,"Рис НАЦИОНАЛЬ Краснодарский 1-й сорт, 900г",151.49,900г,Lenta,rice,900.0,168.32222222222222,,,,
5657,"Крупа гречневая НАЦИОНАЛЬ ядрица, быстроразваривающаяся 1-й сорт, 900г",126.39,900г,Lenta,buckwheat,900.0,140.43333333333334,,,,
5659,"Крупа гречневая PROSTO высший сорт, в пакетиках, 8х62,5г",100.99,500г,Lenta,buckwheat,500.0,201.98,,,,
5660,"Рис PROSTO Золотистый 1-й сорт, в пакетиках, 8х62,5г",159.99,500г,Lenta,rice,500.0,319.98,,,,
5662,"Крупа гречневая МИСТРАЛЬ ядрица высший сорт, 900г",146.99,900г,Lenta,buckwheat,900.0,163.32222222222222,,,,
5663,"Рис НАЦИОНАЛЬ Золотистый 1-й сорт, 1,5кг",347.36,"1,5кг",Lenta,rice,1500.0,231.57333333333335,,,,
5664,"Рис НАЦИОНАЛЬ Краснодарский 1-й сорт, 1,5кг",241.49,"1,5кг",Lenta,rice,1500.0,160.99333333333334,,,,
5665,"Рис НАЦИОНАЛЬ Отборный 1-й сорт, 1,5кг",424.49,"1,5кг",Lenta,rice,1500.0,282.99333333333334,,,,
5667,"Рис пропаренный АГРО-АЛЬЯНС Gold, 900г",159.49,900г,Lenta,rice,900.0,177.21111111111114,,,,
5668,"Рис кубанский АГРО-АЛЬЯНС Экстра Элитный, 1-й сорт, 900г",147.39,900г,Lenta,rice,900.0,163.76666666666665,,,,
5669,"Крупа гречневая АГРО-АЛЬЯНС Экстра Элитная высший сорт, 900г",125.99,900г,Lenta,buckwheat,900.0,139.98888888888888,,,,
5671,"Рис длиннозерный МИСТРАЛЬ Басмати, 500г",265.49,500г,Lenta,rice,500.0,530.98,,,,
5672,"Рис длиннозерный МИСТРАЛЬ Жасмин, 500г",184.2,500г,Lenta,rice,500.0,368.4,,,,
5674,"Рис длиннозерный ЛЕНТА 1-й сорт, 900г",136.89,900г,Lenta,rice,900.0,152.1,,,,
5676,"Рис АГРО-АЛЬЯНС Супер Басмати, Экстра, 500г",223.49,500г,Lenta,rice,500.0,446.98,,,,
5677,"Рис бурый АГРО-АЛЬЯНС Экстра Slim&Fit, нешлифованный, 1-й сорт, 800г",142.1,800г,Lenta,rice,800.0,177.625,,,,
5678,"Рис для японской кухни АГРО-АЛЬЯНС Экстра Sushi шлифованный, 1-й сорт, 500г",117.49,500г,Lenta,rice,500.0,234.98,,,,
5680,"Крупа гречневая ПАССИМ Алтайская, высший сорт, 800г",99.99,800г,Lenta,buckwheat,800.0,124.98749999999998,,,,
5682,"Крупа гречневая УВЕЛКА Экстра, 800г",170.49,800г,Lenta,buckwheat,800.0,213.1125,,,,
5684,"Рис круглозерный УВЕЛКА шлифованный, 800г",140.99,800г,Lenta,rice,800.0,176.2375,,,,
5686,"Рис НАЦИОНАЛЬ Басмати шлифованный 1-й сорт, 500г",205.29,500г,Lenta,rice,500.0,410.58,,,,
5688,"Крупа гречневая ЛЕНТА 1-й сорт, в пакетиках, 5х100г",63.19,500г,Lenta,buckwheat,500.0,126.38,,,,
